,text
702,Birmingham Airport wants to import aviation pollution from Heathrow to Birmingham - spread the love with #HS2 https://t.co/YGmqrPq4PL
704,"1/2 #DailyMail exposes how #HS2Ltd spend #UKTaxpayers money on #PR See ""#HS2 faces call for an inquiry over massive PR expenses"""
705,"Phillip Hammond clueless on cost of expensive vanity project #HS2,next #conservative u-turn? https://t.co/UVNPiPcIyH #GE2017 #GE17 #Labour"
706,And now they are going to borrow another £54Bn for #HS2 https://t.co/Vd18wq2dAD https://t.co/t9NLItNgog
707,#HS2 faces call for an inquiry over massive PR expenses https://t.co/mWIWSrb7DJ #GE2017 #GE17 #Conservatives #Labour
708,You could start with the (borrowed) £54Bn #HS2 is going to cost #NHS https://t.co/Vd18wq2dAD https://t.co/gn8hrnaRiJ
711,"1/2 #StopHS2 cites more reasons why a #PublicInquiry is needed over #HS2: ""New call for HS2 Review, as it is Confirmed"
716,Country is in a mess nhs and pensions.. I defo think if they got rid of the stupid #HS2  idea then the money could be used for these instead
718,1/2 A #Tory critique of #HS2: #Camden #Conservatives have consistently opposed HS2 and hope the project will be dropped after June 8:
723,"Please Mrs May @theresa_may SCRAP this obscene #HS2 TRAIN WRECK NOW, and BAN All FRACKING too https://t.co/0MmxQqSXtm"
724,#HS2  Perfect example of the huge disconnect between politicians &amp; public. Nobody wants or needs it - yet stilll being forced through. #tory
726,Maggie Throup is a #Disappointment to the people of Erewash seeking answers about #HS2 in Erewash. Mainly it... https://t.co/BskeCoShhH
727,If #TheresaMay promised root &amp; branch review of #HS2 &amp; #ForeignAid - she would romp home in election. #Wastemonster !!
730,We will build a HSR link to the Falkland Islands as current #HS2 is neither daft enough or expensive enough! #Manicfesto #GE2017
732,"#TRANSPORT UKIP will scrap #HS2, end Rd tolls,defend diesel drivers,support transition to zero emission vehicles https://t.co/oCsYdS1eRw p50"
734,Turns out #HS2 is an #EngineForGrowth afterall......growth in the national debt at expense of #NHS #Police https://t.co/uBy2jlKiFS
735,#YearsOfNeglect Same as everything in #uk #InvestmentNeeded Stop wasting money on #HS2 #WhoWantsMyVote #Ge2017 https://t.co/BJtgtjGi5i
736,https://t.co/gmBIdXwrU4\nAs a Tory I will not vote for my party till Food Banks not needed &amp; Essential Services fully funded #hs2 costs £56Bn
739,#BattleForNumber10   #HS2 consultation was a sham - why trust Tories with a consultation?
742,Non existent money conjured up as Birmingham Airport mulls non existent plan for terminal inside #HS2 station https://t.co/9JHl9N5Vzm
744,#BattleForNumber10 ...would cancelling #HS2 pay for #socialcare? Just saying
745,What ambition they have at #HS2 ltd. Their future is an unhealthy one. https://t.co/lEnXqn2tkw
746,"XRail2 vital to Phase 2 of #HS2 is set to be axed throwing doubt that #Leeds, #Manchester Phase 2 will ever happen!  https://t.co/i6GOMAe10w"
750,"Not only no sense, but no appreciation of the reality. #HS2 is happening. https://t.co/i7Z78tm0M2"
751,"Hinckley is over, #HS2 is a vanity project, Trident is a farce, so stop lying please. The money is misused not absent"
752,“Total cost of #HS2 will be over £200 billion” claims MP. You'd think politicians would be fighting to scrap it. https://t.co/V4v3VH2Ra2
753,Is that because the #Tories have bought them cheap #NHS #BorisJohnsondad #HS2 #Cheltenhamcollege https://t.co/aQOvy0KhIM
754,"Will the #Conservative manifesto 17 have dropped George O's mega project porn #HS2 &amp; reprioritise schools, homes &amp; rail upgrades? #GE17"
756,"1/2 Are #Construction costs (&amp; the cost of #HS2 on the rise) This article may have the answer, but I'm not a subscriber. See ""Why is rising"
758,Rail 823: #HS2 fails to spark public imagination https://t.co/fZIHFoPgKj via @christianwolmar
759,Tory distortion of information they also say that we need to spend #HS2 £54Billion with their other off shore mates https://t.co/3JS4BAdxz7
761,#HS2 20 years of pollution https://t.co/dcgeQsd6JC
763,"If politicians want more resources for the NHS, there are better ways than harmful tax hikes: phase out foreign aid, scrap #HS2 etc."
764,#HS2 'business case' is heavily dependent on questionable forecasts of future passenger demand https://t.co/8AmzBcmRnR
765,All these trees in beautiful St James Gardens NW1 will be lost to #HS2 https://t.co/A3d7tCHrY8
768,Pacer? #HS2  is a disaster tho https://t.co/OY6Lm12f5q
769,Lord Berkeley lays down the challenge to @HS2ltd....#hs2 is out of control on costs....@theresa_may @CherylGillan https://t.co/ncq8HJhRg1
772,#HS2 is a symbol of waste #GE17
773,#LibLabCons continue to support the fraudulent #HS2 gravytrain. Appalling judgement from the political gangsters. https://t.co/nls6u0FTP4
774,"The economic case for  #HS2 is blown apart, yet gangster politicians continue to promote the gravytrain. https://t.co/nls6u0FTP4"
775,General Election: #HS2 is most hated policy for Tory members https://t.co/dzVZACG5Rp via @po_st
776,#HS2 contracts ‘not possible’ to win without improving diversity https://t.co/QSDxF9LYgB
777,#HS2 contracts ‘not possible’ to win without improving diversity https://t.co/Wi4SvCGL9D
780,(#GE2017) (#JoeRukin) General Election: #HS2 is most hated policy for #Tory members https://t.co/NwziC3HlRQ via @po_st
782,"Maybe instead of #HS2 for 15 mins faster train, we should spend the money on updating #nhs hmm?"
784,.@theresa_may &amp; #Tories would rather waste billions on #HS2 than pay to upgrade software on #NHS &amp; other govt computers #cyberattack
787,"#HS2 not so much an idea, as a conspiracy https://t.co/R74o1syPL8"
788,"As time goes on, the #HS2 conspiracy becomes more and more like #H2S :"
789,Compare and contrast: Union demands vs labour's leaked manifesto https://t.co/bsq7qRAZin via @telegraphnews #HS2
793,"What rail industry needs to understand, #hs2 will kill rail &amp; rail investment, the public will never trust the industry again! #rfconference"
794,When #hs2 needs a massive subsidy &amp; commuters find they have to switch from WCML &amp; pay higher fares there will be an outcry! #rfconference
795,If #HS2 goes over budget or needs subsidy.....nobody will stand up for rail when emerging technology can be used instead! #rfconference
796,"If Crossrail 2 is ditched, #HS2 is a an even greater waste... https://t.co/Ex7Pw6tAo1"
797,"Don't mention #HS2, it will be unaffordable for a ticket let alone a good meal. No enjoyment in prospect there. https://t.co/wiGtz8d1M5"
798,As I crawl along on a last minute Megabus back to London I dream of how fast this trip would be on #HS2 but how expensive will it be?
799,Yet more dirty tricks? Anti-#HS2 banners vandalised ahead of protest march \nhttps://t.co/gJ77Oqw1y6
800,#HS2 They think Its all over - not by a long chalk https://t.co/J6C2lRcjSr
801,"What do you mean ""in an attempt to win #HS2' - we all know its a stitch-up. Non? https://t.co/iqRXvzCwu9"
802,By the time #HS2 gets to Manchester. private property will have been outlawed https://t.co/3x8aJExpyK
803,Beware of pigs bearing troughs #HS2 https://t.co/worjd8dDiA
804,"Confess #HS2 'Leaders', there is another more sinister use for your 'terminal' planned, https://t.co/4V4wjkDRT8 https://t.co/Q0K8AfT2jc"
809,RETWEET If you think #HS2 is a Waste of Money https://t.co/UlrGzF7Lgi
810,He say #HS2 very bad for the railways that people use https://t.co/hJtJqcqtWk
811,Same with #HS2 graft of the worst kind HS2 or #NHS ? https://t.co/QHcadrcEOI https://t.co/uva6URCGD5
812,"Labour have not even costed #HS2 which they support,Tories have no clue either £54Bn plus https://t.co/N485faXrBy https://t.co/amYw83kz4J"
814,#Corbyn a gift for #tories #TheresaMay is a gift for #everyoneelse #toomanycutstolist while funding #hs2 What a mess.
815,Gotta pay for #HS2 it is a much bigger priority after all #GE17\n https://t.co/9uhJSvraj9
817,Let's make sure @TulipSiddiq wins in H&amp;K. Principled MP who has steadfastly opposed #HS2 https://t.co/6MQ9XeMuRG
818,"#RothwellHustings: #HS2 - @AlecShelbrooke ""can't just plonk something in &amp; destroy people's lives"". Improvements to date good but not enough"
820,Residents extremely concerned about #HS2. #hustings @GoltonStewart it isn't fit for purpose. https://t.co/3gneZXpjno
821,#HS2 needs a structured fair #compensation plan for affected residents @GoltonStewart #hustings #StMarys #Rothwell https://t.co/ryGI9DrgQR
824,Over 80% of public oppose massive budgets for #ForeignAid &amp; #HS2 - why will #Tories not listen to what their voters want ? #arrogance ?
830,It certainly can't afford #HS2. @HS2ltd insiders say it'll cost £200bn. Think what could be done with that..... https://t.co/sB8y8ljGQZ
831,I thought you were concerned about State Bankruptcy Ernie? #HS2 https://t.co/6KE8XAtp6M
832,#marr #HS1 unmitigated planning fiasco why spend £54 Billion (don't hold your breath) on #HS2 https://t.co/Lq7558jy2f when #NHS underfunded
834,This article absolutely nails the case against #HS2 ...  https://t.co/p2pFZVNeQZ?
835,"WANTED URGENTLY: A candidate who isn't on the #HS2 gravy train, is  #FrackFree and believes in #NHS. Current representative is a triple fail"
837,Up on that #HS2 @MikQuis #Enrun #SoFlySoCold \nhttps://t.co/Qpb8VH0bPG
838,"S.O.S https://t.co/ObmGtkWstq via @YouTue \n""Everyday up in my hood I see the same ole shit""\n""grind dont stop and the hussle want quit"" #HS2"
839,#HS2 ...FOUNDED 2009....STILL NO  SIGN OF THE TRAIN....how long does the taxpayer need to keep throwing money at it?
844,"#HS2, the deficit and Integrity https://t.co/Tf0rI9qaE6"
845,#HS2 is a huge loss-maker for the nation. Its effect has been shamelessly misrepresented to the government https://t.co/ybPEDxt34E
846,"Or you could apply Hanlon's Razor ""Never attribute to malice that which is adequately explained by stupidity"" #HS2 https://t.co/zri0LVztgn"
849,1.1 million homes affected by #HS2 .....reflect on that while you hand @Conservatives a 160 majority! @johnmcdonnellMP #Marr #Peston
850,HS2 is most hated policy for Tory members \nhttps://t.co/Ve3trxi8HL #HS2
851,#HS2 contracts ‘not possible’ to win without improving diversity https://t.co/k6ocsZLQ5Q
853,#HS2 contracts ‘not possible’ to win without improving diversity https://t.co/DCFwagtiYR
854,#Camden Residents Continue to Resist HS2s’ Green Space Destruction https://t.co/seyTA98mX0 #HS2 #StopHS2 #Euston https://t.co/v2aMBJyv4p
855,Camden Residents Continue to Resist HS2s&amp;#039; Green Space Destruction https://t.co/z2CmcHXLfF via @stophs2 #hs2 #stophs2
856,Saucy! I've heard that the #HS2 flat earth society has a global membership. Non? https://t.co/0orfE3MJ2d
857,#Camden Residents Continue to Resist #HS2's #GreenSpace Destruction @ https://t.co/rDUCXPxQGW
858,#hs2 total waste of money https://t.co/Iz60OWoWL7
859,"Confirmed: .@elonmusk's hyperloop was a response to an over-correcting high speed train plan. #HS2?? Slow, high cost political gravy train."
861,Most hated policy is #HS2 suprise suprise #GE17\nhttps://t.co/ulYietyYNx
862,Apparently not! #HS2 https://t.co/xOppShj7B3
863,Camden residents continue to resist #HS2's destruction of green space \nhttps://t.co/ZBTWvMNT1U
864,HS2 Objectives Fail. PM Blog. #hs2 #fail #project #pmsim #projectmanagement https://t.co/rrAJ3wyfHL
866,Are the Tories planning to cut #Crossrail 2? #London #transport #election2017 #GE2017 #GE17 #HS2 #rail https://t.co/GoRWOTiApV
867,Not to mention #HS2 the multi billion public subsidised fatcat express for vested interests #GE17 https://t.co/M64Gm8jFAR
869,"""A Labour government will complete the HS2 high-speed rail line..."" @UKLabour are happy to keep pissing money away on a white elephant. #HS2"
870,HS2: A Catastrophic White Elephant That’s Trampling All Over Us (And You) https://t.co/C5fporDyO8 #HS2 #Kenilworth #Midlands
871,"3rd safest Tory seat, MP moved out of constituency when #HS2 announced, there's no democracy here but I will rebel against govt nonetheless!"
872,(#Nottinghamshire) Stop #HS2 group march through #Trowell | #NottinghamPost https://t.co/6nQwmICMHI
876,LONDON GETS CROSSRAIL #HS2. WHAT DOES DUDLEY GET? PROBABLY F**K ALL. https://t.co/0N5a5McXZR
878,Met some great people today setting up protest camp on proposed #HS2 route at Denham Country Park. Good luck! 🍄 https://t.co/YRa8qRlohB
879,And the Gov are planning to spend £56 billion on #HS2. Clearly someone has their priorities all screwed up! https://t.co/An8sEB6qTw
881,"1/2 If you are worried about how noisy #HS2 will be, this article from #PeterDelow is far from being reassuring: ""Checking the shopping list"
882,#GE2017 Conservative manifesto 2017 promises to protect AONBs - meanwhile Tories plan to dig up an AONB for wasteful vanity project #HS2
883,The answer always is No #HS2 too damaging too expensive https://t.co/5toPsDoxcK
884,HS2: A Catastrophic White Elephant That’s Trampling All Over Us (And You) https://t.co/C5fporDyO8 #HS2 #Kenilworth #Midlands
887,Need a quick £100 billion to buy ourselves out of the EU prison?  Just scrap #HS2.
888,#HS2 Money not well spent Began £15.7Bn now £54Bn 5 years time - take a flying guess https://t.co/5W2ZAFqcYK
890,#JoeRukin from #StopHS2 outlines the strength of the of the current argument against #HS2 in the #HuffingtonPost https://t.co/fBB9LYRJaz
892,And there are idiots who can't see why you need a Ferrari  #HS2 Malc - now where did you put your slippers? https://t.co/3MDWCkMO7W
896,Local Plug: Unconfirmed news that #SeanSheehan a known opponent to #HS2 has been selected as #LabourParty candidate for #NWleicestershire
897,#BorisJohnson dad receives multi-million pound payout over #HS2 https://t.co/p5C5pr1OF6 via @MetroUK Is #HS2 a mistake for the UK #trains
898,#BorisJohnson dad receives multi-million pound payout over HS2 https://t.co/p5C5pr1OF6 via @MetroUK Is #HS2 lucrative or an expensive folly
899,#BorisJohnson dad receives multi-million payout over #HS2 https://t.co/p5C5pr1OF6 via @MetroUK #Northernpowerhouse #uber #Torydirtymoney
902,If you have vote today don't vote for #HS2 but vote for your #NHS https://t.co/fMMbLHIUUY
903,Good luck @LordGibbons @bevmchapman @Mexborough1st today we salute your fight against #HS2 https://t.co/AL8WtZOZYZ
904,1/3 Cost of the Doncaster #HighSpeed College for #HS2 now reported as £40m and not £30m as had been previously reported. This extra £10m
905,"#HS2 Will Be A Disaster, But #Politicians Lack The Bottle To Give It The Boot https://t.co/vlGWHNifcJ via @HuffPostUKPol"
908,"It's time for elected representatives, and political candidates, to OFFICIALLY come out against #HS2, in WRITING.... https://t.co/w6cmtaGM9K"
912,Classic Fake News from #stopHS2 https://t.co/3WZI1W8CGu via @HuffPostUKPol @JoeRukin living in the land of make believe. Build #HS2.
914,We should be spending money to fix this not  wasting it on #HS2. https://t.co/g2TTxiarhO
915,Allowing existing services to degrade to justify #HS2. Scrap #HS2 and provide investment in what we have. https://t.co/gY9Z7gICtl
916,Fears over changes to disability benefit https://t.co/zP2RwvSNRh #BenGummer #Ipswich cut #hs2 &amp; free funds for #care #nhsmillions #schools
917,'The deception surrounding HS2 has long been endemic...' \nhttps://t.co/wCvqLEjjEJ #HS2
918,Chickens come home to roost for @labourtransport.....they backed #HS2 and now their Cities are paying the price! https://t.co/kMHqkxW6xB
919,Are #HS2 demanding access to your property? https://t.co/sPuicns9NW via @jon_trickett
920,I think Lil fell out with Jeremy #HS2 https://t.co/W3Nl2JnT0s
921,Inconceivable that the Gvmnt can continue with the destructive £100b #HS2 folly when 99% of the country is against it. Major scandal brewing
922,#HS2 already years out of date. https://t.co/VMzue2NN2P
923,Crumbs. Mere Crumbs. for the real meat 'ask the family; #HS2 who wants to be a millionaire CH2M https://t.co/Lm7RyS6pFZ
924,#hs2 ploughs it's way straight through here #staffordshire #hints #whiteelephant #notprogress… https://t.co/0AL9kmzZ1o
925,Current Crew London 1 Hr 40 mins = people not flocking to Crewe are they? #HS2 Non? https://t.co/ePo6objqSM
926,“Total cost of HS2 will be over £200 billion” claims MP. https://t.co/VDLoC090fd via @stophs2 #hs2 #stophs2 STOP HS2  MAY OR FACE BLACKLASH
929,With #HS2 there will be no one left in #Crewe https://t.co/48tpKHOZvp
931,"Infrastructure yes, but only right projects: #HS2 will be a disaster but politicians won't give it the boot https://t.co/AY9mmS6ILN #bbcqt"
934,#ToryPress will rip Labour Manifesto apart on finances. Yet not mention giving #Tory quangos £80 billion to build #HS2 - which we don't need
935,"Actually, that's about to change... #HS2 https://t.co/k2mZM8rNYn"
936,"1/2 #EastCheshire Council adds £57m to the #HiddenCostofHS2 by spending this on widening A500 partly to ""prepare for #HS2 construction"
938,"1/2 #HS2 claim ""About £3 billion has already been spent on #HS2"" says #MachineryMarket. Scroll down at"
945,Top #HS2 staff overheard stating categorically #HS2 will NEVER go to Scotland https://t.co/ZlL2xjTWmZ
947,1/2 No commitment here that #sScunthorpe will get #HS2 #Steel contract. Scroll down @ '  #PrimeMinister keeps tight lipped
949,We need £200bn for #hs2 luxury high speed train and £15bn for #potholes .....none of this costed in #LabourManifesto #Labour2017 @afneil
951,Trust those are rose tinted...LOL #HS2 https://t.co/nIWFTGG28u
957,Theresa May still committed to building wasteful vanity project for the few #HS2 https://t.co/vh20ZhjsxR via @telegraphnews #StopHS2
959,"#HS2 will still cost £55bn, McNaughton confirms again #Railtex2017"
976,But part of the offer is frequency - don't want model of long train three times a day #HS2 #Railtex2017
977,No doubt they can plant a few trees after they spoil the Lake district #HS2 #nobodywantsit https://t.co/AUrXya3si5
986,The #conservatives have committed to a grand project #HS2 with abstract returns: meanwhile some schools can't afford textbooks #GE17
989,#HS2 shows that children are mainly not interested in rail as industry won't change #Railtex2017 https://t.co/ztHJe3dfOM
993,"#Housing, #NHS, social care and improved schools or non-existent #gardenbridge and #HS2 #bbcdp"
1000,"Here here, #HS2 sucks @Theresa_may.\n(Nothing more than a transfer of #Taxpayer funds to Private POCKET)\n#StopHS2 now https://t.co/kMlfHPkwFW"
1001,Shame on you @Theresa_may for allowing this ghastly #HS2 project to even exist still. https://t.co/ETMgoqqq2d
1002,Future @Conservatives voters don't want #HS2 either......@theresa_may isn't listening to them! https://t.co/otFaTHHHvW
1003,"Rail in Crisis: #HS2 debacle, Network Rail debt... and some solutions.\nEvent next Wednesday evening. Details here: \nhttps://t.co/EtYfH9QgwP"
1005,"Jeremy Corbyn....if the manifesto suggested scrapping #hs2 then you would have been closer, the rest seems fantasy socialism, consequences"
1007,Labour &amp; Conservatives Mistakenly Remain Set On #HS2 https://t.co/II3prcFwa7 #StopHS2 #GE17 #GE2017
1008,McNaughton hits back at reports of #HS2 going over budget #Railtex2017 https://t.co/qIaPBEcp4c https://t.co/jDZGpcNdbG
1009,"Strange though, when the reports of huge overspend come from inside #HS2 https://t.co/iADV72fv91"
1010,Ridiculous! And they say we haven't any money to waste #don'ttrustpoliticians #hs2 https://t.co/4AMgOMH4UP
1012,It's been a joy today listening to rail commuters ( the few without headphones glued to them) moan about the situation that #hs2 won't solve
1013,#HS2 is a useless waste of money. https://t.co/bVeFzxf0Cb
1015,Learned today of the social impact of #HS2 - how it will further divide already divided communities and the impact on commuters and jobs
1016,Can arts and culture help to mitigate the impact and build resilience in those worst affected? Best outcome - just stop it #hs2
1017,"Worst outcome? ""It could literally be lethal"" #airpollution #stress #hs2"
1019,McNaughton hits back at reports of #HS2 going over budget #Railtex2017 https://t.co/qIaPBEcp4c https://t.co/4c6CfGP4EH
1021,Better speak to Jeremy Corbyn on that point - I voted for him and am very confused #HS2 https://t.co/BO0Bz6QofG
1022,#Railtex2017 Can't anybody see that #HS2 is the Cuckoo in the Rail Industry nest https://t.co/2h0GrNgxHh
1023,How do you mitigate a 15m high concrete viaduct through the middle of your town? You can't #HS2 https://t.co/MTpPAlGjuQ
1024,Cancel #HS2 and get all this?? https://t.co/BoX49DwlIS
1025,John McDonnell states #LabourManifesto is fully costed.....incl full cost of #HS2 to #Scotland...where are the figures? #bbcqt
1026,No need they only need £65billion Scrap vanity project #HS2 save £80billion use profit towards bringing down debt https://t.co/3r5Nf6dayB
1028,#Tory #PhilipHammond skewered in #BBC interview as he gets his (#HS2) figures in a muddle https://t.co/X71E7KyPaX
1032,"On Chiltern Railway route to Brum. Clean, quiet, cheap, empty. Why do we need #HS2?"
1033,how about not building #HS2  @conservatives #torymanifesto
1034,“Scrap HS2 - and spend the money on modernisation instead” https://t.co/W7aNUxASCQ #HS2
1035,Using #HS1 to go London from #kent takes longer than it did in 1927 on a #steamtrain.#HS2 failure financially &amp; operationally arriving late
1036,Dear @theresa_may....all the mistakes in @Conservatives #ToryManifesto...continuing #HS2 = D for effort!  https://t.co/eMOT8Pdyp8
1039,"Hammond ""forgets"" how much #HS2 is set to cost https://t.co/ZmPiG9deMM via @YouTube #conservatives #GE17"
1042,https://t.co/4JSNrupik6  Well worth another read. Only thing that is changing is increase in construction cost of #HS2 now out of control.
1043,In order to try &amp; control spiralling cost of #HS2 inconvenient little things like essential stations are dropped. #Crewe #Sheffield.
1044,"Cost of #HS2 goes up again UK companies to pay £2,000 a year for each non-EU worker https://t.co/DYvGKio0Gy via @FT"
1045,The Chancellor forgets the cost of #HS2. But what's £20bn when it's the Taxpayers cash matter? https://t.co/4wNCs1VF4p
1046,Yet both Tory and Labour have no shame in priorotising #HS2 £54Bn to vested interests rather than better causes https://t.co/bkfmJ3Nbeq
1047,#torymanifesto Why will the Tories not admit how much Public money we really have to sacrifice on #HS2 https://t.co/XVLlsBsasI
1050,#torymanifesto Poll on #HS2 £54Bn spending scroll down to vote https://t.co/Vd18wq2dAD
1051,#torymanifesto Who wants the £54 Bn (low estimate) #HS2 not many people apparently - Vote here https://t.co/Vd18wq2dAD
1055,"#ToryManifesto says they'll continue with #HS2, but chancellor has forgotten what it will cost. https://t.co/5eSvRjXHdE #GE2017 #GE17 #bbcdp"
1060,HS2 contracts ‘not possible’ to win without improving diversity \n\nhttps://t.co/lPwSg5qLJ2\n\n#HS2 https://t.co/QWVH5xJBYT
1062,Mr Hammond slip up when grilled on the cost of #HS2   https://t.co/Dz5omBmD8r via @MailOnline
1066,The Tory manifesto commits to both #HS2 and Heathrow expansion.Only UKIP oppose both at national and local level... https://t.co/gC1Cf58ETR
1068,#Chancellor gets cost of #HS2 wrong https://t.co/WJurEYPwjr
1070,"Hammond ""forgets"" how much #HS2 is set to cost @aliosborne20  https://t.co/RbeXQzqB21"
1071,Conservatives drop Crossrail 2 plans from manifesto https://t.co/4GB8YDq1nC #HS2
1074,Do you think that #HS2 is a spiffing idea or a foolish drain on better projects? https://t.co/Vd18wq2dAD Vote Here https://t.co/1RCjP7as1p
1078,"For those anti #HS2 I would remind them HS2 will free up capacity for extra freight on existing lines, taking polluting HGVs off the roads"
1079,Philip Hammond gets cost of #HS2 wrong by £20bn in radio interview https://t.co/sDSJUl6qHm
1080,Camden Residents Continue to Resist HS2s&amp;#039; Green Space Destruction https://t.co/5C3NhfV8FY via @stophs2 #hs2 #stophs2
1081,"And Joe and his £30bn hole in #HS2. And he's the #Chancellor? #WTF, not even 'O' level maths!…"
1084,"In a foreign bunker, with patchy wifi, away from #ge2017 &amp; anti #hs2 bullshit."
1085,The tories keep #HS2 as the Chancellor forgets how much it's going to cost the taxpayer https://t.co/PKN62CGi0n
1086,"After our supporters banner was destroyed, Stop #HS2 Trowell have items promoting this Saturday's protest... https://t.co/qR0bhvr4eW"
1087,I'm hearing a lot of this today.....#Torymanifesto has NOT been well received in Bucks! #care #hs2 https://t.co/W74lDJVQpL
1090,You probably didn't hear about it but Hammond got his sums wrong by £20bn https://t.co/sDSJUl6qHm #HS2 #torymanifesto #GE2017 #ge17
1092,I see you are a Trainspotter - #HS2 mate so that disqualifies you https://t.co/YXcZoIeIRx
1093,All the #HS2 enemies are my friends https://t.co/pZQgaAAJdH
1094,"Government estimated the total cost of #HS2 scheme at £32bn, 2009 prices - £50.1 billion in 2011 prices - 2017 @PhilipHammondUK says £32bn?"
1095,Don't feed the kids free school meals spend it on an expensive railway no one wants #HS2
1097,#tories to take last pennies from the old for care while wasting #billions on #hs2 You couldn't make it up.
1099,"I agree with Paul Nuttall!!!! Scrapping #HS2 is a good idea. But, invest the money in #NHS and #education instead"
1100,Err I actually agree with Nuttall on #HS2. That's it though. Obvs. #ITVDebate
1101,Oh god. I slag off @paulnuttallukip and then he comes out with a good point - scrapping #HS2 🙄😱
1102,#HS2 is a vanity project\nBin it\nThere was never a Northern Powerhouse\nThat was folly\nThe north needs to rise again \n#LeadersDebate
1103,".@paulnuttallukip thinks #HS2 is a white elephant that will only benefit London. Try telling that to people in Leeds, Brum etc #ITVDebate"
1104,Caroline Lucas jokes that she's shocked she has something in common with Nuttall: doesn't believe in #HS2. #itvdebate
1105,#ITVDebate #Nutall needs to realise that #ForeignAid is quiet #reperations for the #BritishEmpire years of #plunder #oppression. But #HS2...
1106,Forget #HS2 the UK should invest in 21st century transport technology such as #Hyperloop #ITVDebate https://t.co/nIXYi7Nd94
1107,money from #HS2 should be spent bringing us The Scottie McClue Show #ITVLeadersdebate\nhttps://t.co/3RECUa8HIH https://t.co/cNuh6PMlIc
1108,#ITVdebate nuttal and lucus agree #HS2 a disaster #itvleadersdebate
1109,Let's sack #HS2 and #Trident and have more money ploughed into #NHS and #socialcare
1110,#ITVDebate StuffTrident - #NHS not WNDs - SocialCare not War - stuff #HS2 - yes to SingleMarket - fair taxes - but mostly #iagreewithTim ✊
1111,"#itvleadersdebate #itvdebate\nScrapping #HS2 (a good idea)\ndoes not release £50Bn ""immediately"""
1113,"#HS2 - will it be derailed after #GE2017, or will it still be on track? https://t.co/Rg3oU1jW8D"
1114,#Election ITV 1 #Leaders #Debate 18.5.17: @paulnuttallukip @UKIP said: High speed #Rail (#HS2) is a white elephant. Scrap it (save £50 bn).
1115,#Election ITV 1 #Leaders #Debate 18.5.17: @paulnuttallukip #UKIP said: High speed #Rail (#HS2) is a white elephant. Scrap it (save £50 bn).
1116,I know what can be cut from the #torymanifesto - #hs2 #newsnight
1117,"If the overseas aid budget was cut the money wouldn't be spent well here. It's govt ineptitude, not lack of money #gardenbridge #HS2 #bbcqt"
1118,We could cut #HS2 and save £50bn. Or £80bn . Or £97bn or whatever this week's estimate is #bbcqt https://t.co/ZyYZ8bJQLu
1119,£13 billion is less than the amount that Chancellor Hammond missed off the actual cost of #HS2 the other day in an interview. #JustSaying
1120,And it's going on codswallop like #HS2 not where it is needed #GE17 https://t.co/HKC6hKDLnd
1121,"#ToryManifesto “Will Continue” With #HS2 ""        In that case Do NOT vote for them.   #tory   #theresa_may   #conservative"
1122,It's not the Political Party that is important but the MPs. Do not elect for MPS who voted for #Trident (£167bn) &amp; #HS2 (55.7bn).\n#GE2017
1123,and done far more damage than any other campaigning body with its support for HS2 #HS2 https://t.co/woxkVAXjST
1124,#TheresaMayPM time to ditch the #HS2 and direct the money towards #British homeland security
1129,Evans: “UKIP will scrap vanity projects like #HS2.”
1130,#HS2 You probably didn't hear about it but Hammond got his sums wrong by £20bn https://t.co/yUDJfVDQmC
1132,I'm afraid that will be as effective as Cheryl Gillan opposing #HS2 https://t.co/0JMIwt8EYz
1135,#Carillion plans job losses as rail spending cuts bite  https://t.co/cZTZJXVcSn #NetworkRail #RMT #HS2 #CLLN
1136,Another massive bill for taxpayers? &gt; \nPlans to connect #HS2 Interchange to Birmingham Airport being explored https://t.co/w7n4ZFeuky
1137,Our trees are under threat from Camden Council as well as #HS2: https://t.co/nzLqL93TGP
1138,"1/2  64 million miles of lorry journeys reduced, all without #HS2. See: #RailFreight even better at cutting lorry miles, campaigners say -"
1139,See that tree there? Cut it down #HS2 https://t.co/PvTlstjB7c
1142,"We need to scrap #HS2 use half of £ to upgrade all railways, the other on M15, M16, border forces and police https://t.co/Ii1SIV0EEB"
1143,#dementiatax #foxhunting #HS2 @theresa_may hasn't learnt anything and the voters are turning away #bbcqt https://t.co/nrRC8hVIof
1144,question.....................   will #GE2017  actually cancel the ridiculously #expensive and #pointless #HS2  ....
1145,Dear @theresa_may prepare for your campaign to be undermined! Cancel his #HS2 project is the only way to stop him! https://t.co/QR3TcHyLUv
1146,Sat: Mace tipped to land deal to run £5.7bn Westminster refurbishment\nTues: Mace drops #HS2 legal challenge
1147,"Well what a surprise! Mace has dropped its #HS2 legal challenge. In other news, Mace gets Houses of Parliament refurb contract......."
1148,So fares will have to accommodate less passengers?.HS2 are putting in wider seats for the obese....#hs2 chubby train
1151,450 MPs vote through #HS2 in @UKParliament.....costing £200bn.....bet none of them will campaign supporting it or mention it! #AskAboutHS2
1152,If you see candidate for #GE2017 ask them if they support #HS2 or #Nurses #Education #police #NHS...expect silence or flannel..#AskAboutHS2
1158,Teresa May said that there would absolutely be no General Election until 2020 #HS2 https://t.co/CBVFN8sxwg
1161,This election is turning into disaster for @theresa_may....only cancelling #HS2 will save her now! https://t.co/5UgtaW2de3
