,text
1668,Largest ever #train #station in the #UK gets #building #green #light #transporthub #UK #London #HS2 https://t.co/DrrgLxWhRl https://t.co/LllLm135Mv
1669,HS2 Old Oak Common station gains planning approval  https://t.co/84uBnAxygJ More personal space for the post-Covid world - only #HS2 can provide this.
1670,Great to see the growth benefits of #HS2 manifesting already as @D2N2LEP awards funding towards part of Chesterfield Station Masterplan\n\n@MidsConnect plans will add more value to make #Chesterfield a global gateway to the #peakdistrict &amp; #theNorth @HS2ltd\n\nhttps://t.co/g4nhdXueBr
1671,"From today until 10 June, there will be traffic restrictions along Priory Queensway at Moor Street Queensway in #Birmingham to allow utility works in connection with #HS2 to be carried out.\n\n@BhamCityCouncil  @HS2ltd https://t.co/ICDlCofK4f"
1672,Did you hear? @D2N2LEP has approved a £3.8m grant towards the construction of the Hollis Lane Link Road in Chesterfield https://t.co/nI6eGa0HJG #chesterfieldnews #HS2 https://t.co/0vYW1iH8hG
1674,"#HS2 looks like Newsquest group are HS2 astroturfing again, every paper in group got the ‘name the HS2 TBM’s’ story\n\nMy suggestions are Devastation &amp; Vested Interest\nhttps://t.co/LXJJGaAMPn"
1679,"Top-drawer units game in this description of #HS2's new tunnel boring machines being assembled in Germany: we've got football pitches, African elephants, giraffes and, of course, London buses! tl;dr: they're quite big. https://t.co/6m0NPPfbio"
1681,"Commuting will change.....""the genie is out of the bottle, and commuting is not going back to how it was."" @Andrew4Pendle \n\nPoor old ""controversial"" #HS2 has its final raison d'etre blown out of the water - capacity no longer required @gregsmith_uk @RobBAylesbury @CherylGillan https://t.co/gfMvSg9ahA"
1682,"These are the suggested benefits of #HS2. As we begin to open up to a post #COVID__19 world, one does wonder whether such benefits stack up? #PropTech #ConTech https://t.co/8VqVIVKlb8"
1683,"Makes a fair point about the bullet train fetish, but I disagree with the arguments against improving rail services to regional towns and the stubborn ideological obsession with planning regulation as the answer to everything. cf. #HS2 in the UK https://t.co/rwpTucAObI"
1687,"Having received government approval earlier this year, what questions remain for the UK's #HS2  project? \n\nhttps://t.co/MGhMGAODJm #highspeedrail #uk #transport #UKGovernment #railways"
1693,I have read some awful #lies about my industry over the past year but equating #fracking with building an #electric #railway is just about the most insane leap in logic I have ever seen. We’re not the bad guys here people. We want a shift to cleaner modes of #transport. #HS2
1694,"I don’t have all the information before me that ministers have, but I’m blowed if I can see how #HS2 can be justified now."
1695,"Covid-19 | “Question marks […] exist over the appropriateness of investments” in major infrastructure schemes such as #HS2, Highways England’s £27.4bn RIS2 investment plan, and #Heathrow expansion, an @ICE_engineers insights report concludes https://t.co/Unwipjdkkf"
1696,"This is exactly why, back in the days of the Channel Tunnel, on the Picture Desk of the Independent we used to call these the boring boring machines. One pic says it all.\n\n#HS2: Tunnel Boring Machines first images revealed https://t.co/c1kHJf5AaJ via @RTMNews"
1697,Notice of a #HS2 temporary lane closure at Faraday Avenue #HamsHall for one week from May 25 https://t.co/E47E5VFjQy
1700,"It is about time that businesses embraced working remotely for many roles.  There is no need to fly people from place to place when this lockdown proves the same thing other recessions have proved:  Less travel, more productivity.  \n#Covid19 Benefits: #HS2 &amp; LHR Runway 3 no need https://t.co/PhIbpOX4zG"
1704,"First images of Tunnel Boring Machines set to begin working on HS2 later this year.\n\n“The construction of HS2 is set to be an amazing opportunity to showcase global capability and innovation""\n\nhttps://t.co/f9PB6dwrpu\n\n#HS2 #MarkThurston @HS2ltd"
1706,Largest ever #train #station in the #UK gets #building #green #light #transporthub #UK #London #HS2 https://t.co/DrrgLxWhRl https://t.co/8dyXlZeu1g
1708,HS2 Old Oak Common station gains planning approval \n\nhttps://t.co/epQqEaQSeT\n #construction #constructionnews #constructionuk #landreferencing #hs2 #infrastructure #constructionproject https://t.co/d5eUfygJNB
1719,"We are a specialist supplier of Transport and Plant Hire services to a wide range of industries including construction, rail and aerospace. \n\nFind out more about our services by visiting our website: https://t.co/OPF2zYFkCZ\n\n#Transport #Planthire #HS2 #Construction https://t.co/2qqo3vlXSc"
1722,Largest ever #train #station in the #UK gets #building #green #light #transporthub #UK #London #HS2 https://t.co/DrrgLxWhRl https://t.co/yDu6bVo98A
1723,And we might have a PD site for 150 units moments away..... If you are looking for a site in this location make contact adam@astonmead.land #Land #NewHomes #PermittedDevelopment #HS2 #London https://t.co/3J75UAN4rU
1724,"#HS2 is #REDUNDANT\n#HS2ISOVERPARTY\n\na commute on a train should be a time to relax, take in the scenery, not rush to get to work. Just improve and modernise the current infrastructure. I'd love to get involved in a project like that. #relaxedapproach 🚆🚊🚅🚝🚄🚈🚂🚃🚋🚞"
1742,Daily #engineering and #construction briefing:\n- #HS2 to pay suppliers ‘early as possible’ https://t.co/6n1vNo76lh\n- Early opening of #A14 upgrade\n https://t.co/zob5CGAZaC\n- #Covid-19 lockdown hits new civil engineering projects https://t.co/T5yAbLtvIF
1744,Balfour Beatty VINCI appoint new MD to lead its HS2 project 🚄\n\nhttps://t.co/KKs8kfu2JD\n\n@balfourbeatty @HS2ltd #HS2 #NoticeToProceed #RailNews https://t.co/jxjOQEqERQ
1745,#Curzon Street is the first of the #HS2 stations to receive planning permission. It will form the Birmingham terminus of the high-speed line https://t.co/JjGfDueUfz
1747,"French can’t believe cost of HS2 \n\n#hs2 is a project costed at ... €200bn, because largely in complex works: deep tunnels, underground stations, viaducts etc. No railway project in Europe is comparable. No. Comparison: LGV SEA Tours &lt;&gt; Bordeaux = €7bn (350km) https://t.co/LHTMY8KiEg"
1751,And gave notice to proceed on #HS2 based on a business case and growth from March 2019 cutting down our AncientWoodlands when noone was looking https://t.co/WfbQNAAlXr
1754,"Wonder what people would want as their favourite legacy from the #lockdown?\nThink 2 of mine would be;\nAbandon #HS2 and #Heathrow expansion, on basis lockdown has shown we can work from home more and we enjoy the cleaner environment.\nWhat's you #lockdownlegacy?"
1756,"Rail headlines in the papers: Event-style queueing and one-way systems at train stations, the new #HS2 MD for @balfourbeatty #VINCI, dozens of trespassers on Scotland's railways, and @greateranglia new fogging guns to keep the railways clean. Listen here: https://t.co/7Zdv5OLK9n"
1757,HS2 Interchange station receives outstanding BREEM certification\n\nhttps://t.co/Cy61rzBM2B\n\n #hs2 #station #construction #regeneration #railnews #landreferencing
1760,Green Party members challenging anti-HS2 spin. Decarbonisation is mankind's biggest challenge and electric rail is important part of it. #HS2 #rail #Infrastructure https://t.co/bvGWiagaD4
1762,"#HS2\n\nThe committee questioned a £46,000 bonus paid to HS2 chief executive Mark Thurston on top of his £605,350 salary – highest of any government official. The bonus was based in part on success in controlling the scheme’s finances\nhttps://t.co/Q5FjEktnYY"
1765,NEWS! Balfour Beatty VINCI appoint Michael Dyke to lead its #HS2 joint venture. Read more here: https://t.co/ExGEbjip1H @balfourbeatty @VCUK_Building @VINCI @ACE_Updates @HS2ltd @CECANational
1766,"This week over 100 #Birmingham businesses joined #HS2 on a @GrBhamChambers webinar. They learnt about the thousands of HS2 contract opportunities, providing jobs and a boost to the West Midlands and UK economy. Find out more: https://t.co/5kWVJVRiMP"
1767,"Balfour Beatty VINCI announces the appointment of Michael Dyke as Managing Director, responsible for providing strategic leadership for the delivery of its #HS2 main civil engineering contracts. https://t.co/KdLqjioNOz https://t.co/tby13hwCuN"
1771,"A massive boost for contractors from the construction, engineering and rail sectors - the construction of HS2 has been given the green light from the government. Read more: https://t.co/JMsoXnXmCe #HS2 #contractors #engineering #rail #UKSmallBiz https://t.co/ErcNoRBcfP"
1772,"ACE's @HannahVickers4 comments on construction activity figs in @PBC_Today ""Recent news on #HS2 provided a welcome boost to the industry &amp; with focus turning to  recovery, I am sure our sector will be recognised as a key catalyst for the wider economy.""\nhttps://t.co/x8VIUkXW3U"
1777,#HS2 has pledged to pay suppliers as early as possible to help ease coronavirus cash flow issues in the supply chain. https://t.co/Qk3hRMVXqi
1779,"#HS2 Meg Hillier - Chair Commons PAC\n\nOn the basis of HS2, would the government see a Whitehall department as the best driver of major infrastructure investment?\n\nhttps://t.co/mAfajGumHg"
1783,#BalfourBeatty / #Vinci signs water chief to lead #HS2 team https://t.co/3qobPq44um\n#constructionnews #engineering #railnews #Calco via @ConstructionEnq https://t.co/RY46QKIPFT
1789,1/2 Am I imagining this or is it true that #HS2Ltd have issued tender documents for #HS2PhaseSa work before the #HS2 Phase 2a Bill has completed its passage through #Parliament and become an Act? #JumpingtheGun or what?
1790,The NHS will be getting £350 million a week just thanks to us leaving the EU. Said so on the big red bus. And Boris promised. So no need to worry. #HS2 #NHS
1796,So the #UK #government plan to move forward is to ensure they continue to build #connectivity through #HS2 🤔\nSo let me see build a new mass transport system to move people in close proximity faster up and down the country!\nWhat possible issues could that result in i wounder? https://t.co/h0aQjdFme1
1803,Why not eh?\n#destruction work never stooped #hs2 \n\nJenrick: We want construction work to begin again https://t.co/L65ZjM7RSI via @BBCNews https://t.co/Zc6Y4tdBl6
1805,With how long it could take to complete &amp; have services running combined with people now turning to more work from home &amp; alternative cleaner transport on the rise #HS2 could be largely obsolete before it even starts to operate. https://t.co/T0aqiCWjF3
1810,#netflix new series #thomasandfriends and Thomas rides the chinese railway line and putting 2 and 2 together with the bid for #hs2 ; entertaining but social conditioning to tune UK to the prospect in future ; #softpower 101
1813,"As no updates since July 2017, could it be that the HS2 PLANET forecasting model is faulty or that it's working fine but the data input is faulty, mythical or plain just rubbish. One has to wonder. #HS2 @edwardtimpson @EdwardJDavey @Keir_Starmer @mcahs2 @HS2theTruth @NetsNot"
1814,"As manufacturing contributes around 17.51% of the UK’s GDP, just how is #HS2 going to rebalance the economy between the North and South? #BorisJohnson #GeorgeOsborne #NorthernPowerhouse #freight #covid19"
1819,"Construction workers, including HS2 contractors, caught breaking public health guidelines in Bucks https://t.co/4OagicRGie And you can use local shops either before or after your shift. #HS2 - we're getting it done. Responsibly."
1823,"Ginni Rometty head of IBM on Newsnight thinks lockdown means a lasting cultural change remote working set to become the new norm, business travel to drop significantly and many offices will be sold. #HS2 never looked more stupid."
1832,"How do you build a station with a sustainable label? Example with this new station in the East of #Birmingham, but with a very English label... https://t.co/ouVvQWyoJJ #UK #London #ClimateEmergency #ClimateAction @CityLab #RailwayArchitecture #architecture #HS2 #COVID19 #CO2 #AI"
1834,Track-laying progresses in Xinjiang - https://t.co/8HqaLtTGIp #HS2 take Note railway same length as London to Glasgow.  https://t.co/gRCilNSsUo
1836,Exactly. It has never been an either/or situation. It has always been build #hs2 to aid the effectiveness of upgrading the existing network. https://t.co/GkN0f6qw11
1837,"Check out this in-depth interview with @GBChamberBoss on all things #Birmingham, @AVFCOfficial, #HS2, coronavirus and more 👇 https://t.co/qzeGh87Z3z"
1838,"GrBhamChambers: Check out this in-depth interview with GBChamberBoss on all things #Birmingham, AVFCOfficial, #HS2, coronavirus and more 👇 https://t.co/brDEuTZby7"
1841,#HS2 is all about the 3Cs. A low CARBON #transport network. More CAPACITY across the country’s #rail network. Better CONNECTIVITY in the #Midlands and #North helping rebalance the #economy. Find out more: https://t.co/hkYLZUQ8gA
1842,Great news for the region. So much happening across the #WestMidlands re #transport and #infrastructure. We just need to be able to get back to leaving our houses now...!! @adamtranter #HS2 #newmidlands #coventry #birmingham #wolverhampton https://t.co/IosIqQlkoO
1847,"Great video from Lindsay Durham, Head of Strategy at Freightliner explaining why #HS2 is important for the future of the #rail freight industry.\n\nhttps://t.co/5SHHNjVXwh via @YouTube"
1848,I can think of many far more important things that we could spend £1.2 billion on at the moment! #HS2 #Covid19UK #NHS  https://t.co/ZEs6g3QY0Z
1852,"Why the little short term blinkered mindset of #HS2 supporters has got it all wrong with their ""We British are going to able to carry on as if nothing is happening"" scenario. Well #ClimateChange respects no borders not even the little Britain mentality. https://t.co/XktZ3bH8QV"
1853,Turn it into flats &amp; move parliament to a trading estate near Doncaster. That should go some way to paying for Covid19 &amp; will further reduce the need for #HS2\nCovid-19 prompts ‘deeper and wider’ review of parliament refurb plans https://t.co/W1geOuWaxP via @tcindex
1857,Not going to happen. Far more likely is that initial estimates are kept low but then actuals far exceed budgets during the course of the project. Few politicians would put the breaks on such a politically high prestige project partway thru its build.\n#HS2 https://t.co/R70A1BYZTZ
1858,"#HS2 Christian Wolmar \n\nWhat would happen if, as expected, the Benefit Cost ratio comes out at well under one, when Treasury rules say that only projects with at least a ratio of 1.5 and preferably 2 should go ahead?\n\nhttps://t.co/VgF91juVHs"
1865,#HS2 A message from our #Farming community #NHSnotHS2 https://t.co/HLwx1CovYR
1866,Facebook/Twitter/other large companies are saying working from home has been a success story for their businesses &amp; will now be offered to thousands of staff on a permanent basis.  #hs2 business case should therefore be reassessed @grantshapps @RishiSunak @BorisJohnson @stophs2
1867,"“Regardless of whether or not we were in #lockdown we would not be looking at starting work until later this summer or early autumn,"" said David Lowery, EKFB JV director of #HS2 main #CivilsWorks. Via @ncedigital \n\nDo you think he's right?\n\nhttps://t.co/r7yuy4weHU\n\n#Construction https://t.co/f33W7fhBME"
1868,"Since working from home has become the new normal for many of us and will continue to be so in the future, it does beg the question......do we really need #HS2?"
1869,"We know that; #HS2 knows that, but they seem to have dispensation to do whatever they like. Ask @NaturalEngland They dish out the licences. https://t.co/aemLaZu70r"
1878,"Why don't you discuss it with Green party Transport policy members who will explain it to you? It's not easy to tease out the facts from the misinformation, false figures etc bandied about by HS2 supporters. #HS2 https://t.co/KyCARARe3v"
1879,How HS2 is Setting the Example for Carbon Net Zero Travel\n\nhttps://t.co/4e8iHePg1q\n\nBy Joe Gallop\n\n#HS2 #carbonnetzero #carbonNeutral @HS2ltd @Philippa_Oldham @dleamo @VictoriaRTPI @StevePField @LUCYLucyprior #railway #RailwayArchitecture https://t.co/lIBzJkjWuk
1884,"3bed property for rent in Dudley £900 pcm  #propertytorent ,#Dudley, #3bedroom ,#2receptions #largegarden front and back close to #HS2 ,#FamilyHome, or  #Businesslet, #Shortterm,  #newlyRefurbished , #moderm ,#immaculate ,#contactus ,#StPaulsltd\nhttps://t.co/2sLAvhIZqy"
1887,#northernpowerhouse and #hs2 Chief Jake Berry might be in a lot of trouble shortly! It’s one rule for them and an entirely different one for us! https://t.co/n3rFQ0FumQ
1888,while we’re all on the yiffany hype train i’d like to propose giving her the nickname finn instead of yiffy because she deserves better #hs2 #homestuck
1894,New images by @WSP_UK and @WilkinsonEyre of @HS2ltd  station at Old Oak Common revealed as £1.3bn scheme gets the green light #HS2  https://t.co/jhINjjSU7B
1895,"News in late last night: the #HS2 station at Old Oak Common, the largest new station built in UK for many years, has been granted planning consent. 14 platforms (6 high speed, 8 conventional) with a 850m station area. Engineers WSP, architects WilkinsonEyre. Work starts in June. https://t.co/KFkvpUr7fW"
1896,Daily #engineering and #construction briefing:\n- #DfT ‘refuses to back down’ over £27bn roads challenge https://t.co/Q9sk4JKMKl\n- Government launches #TfL finance review https://t.co/SY6MWxRxXf\n- #HS2 construction dispute commissioner's role extended https://t.co/WHSb8DbdcK
1898,This looks to be a very impressive station. I look forward to stopping at it one day. I’m guessing it’ll be a much easier interchange from GWML to Elizabeth line than Paddington. Before even considering #HS2 connectivity. https://t.co/C5OC7WG1Nf
1899,The Independent Construction Commissioner will now be responsible for managing issues &amp; relationships between HS2 Ltd &amp; individuals or bodies relating to construction work on both Phase 1 &amp; Phase 2a. @rtmnews \nhttps://t.co/beQvto27me #railnews #HS2
1900,"So that a big ""f*ck off"" to #HS2 then #yay https://t.co/LjEedSTye4"
1902,HS2's new west London hub gets planning go-ahead. Designed by muppets so no single overall roof like a proper station. so we will all stand around freezing our assets off waiting for cancelled trains. Brilliant design #hs2 https://t.co/MdIZ6zPTTZ
1903,HS2 UTILITY WORK\nUtility work on the south side of Aylesbury is well under way. The work includes vegetation clearance so the pylons can be moved and made higher. #aylesbury #Buckinghamshire \n#HS2 https://t.co/YEq8oTowuv
1904,"#HS2 \n\nHS2 in particular will be irrelevant as more people work from home, availing themselves of Internet communications such as Zoom and Microsoft Team.\n\nhttps://t.co/Bsl5wNUse4"
1905,Planning approval has been granted for the largest new-build #railway #station in the UK - #HS2 Old Oak Common Station. Building a new railway station on this scale and size will be an incredible achievement for #British #engineering. Find out more: https://t.co/4GUryqZ0yw https://t.co/DP7CAm3okR
1908,"Great news for @HS2ltd and @balfourbeatty @VINCI @SYSTRA_LTD on the green light for the Old Oak Common station. \n\nEngage with us early to see how we can support #HS2 projects, from the design of temporary access, through to continuous onsite support: https://t.co/LUcvjj3oYv https://t.co/mow4WF5hUk"
1909,This is the new #Heathrow Airport station for #HS2 This station and the one at #Birmingham Airport in Solihull are the main stations not Euston and Curzon Street because HS2 is all about expanding the airports 350k passengers a day are flight transfers #HS2FastTrackExtinction https://t.co/QHrmlmD41P
1911,"Roman brooches, a serpent design from the Victorian era and even the remains of ancient rubbish pits are among the finds to have been unearthed at a #HS2 archaeological dig near #Solihull. https://t.co/iriWx3eOuJ"
1912,"Planning approved for HS2 station set to be largest newly built station in the UK \n\n""..an incredible achievement for British engineering."" \n\nhttps://t.co/nlK8m2uZeC\n\n@HS2ltd\n@HS2Parliament\n@oldoakparkroyal #HS2 #Railway #Rail #highspeedrail #Regeneration https://t.co/Pl5ZQRVvFX"
1913,BBC News - #HS2 protesters spending coronavirus lockdown in trees https://t.co/TUiiFy63yf
1914,"Another very cool example of the new #RailwayArchitecture that #HS2 will bring us. The arched roofs echo the classic trainshed roofs of the 19th century, but with a distinctively modern twist. I can't wait to see it built! https://t.co/t5pY9ClOq9"
1915,"With major projects such as #HS2 and @birminghamcg22 on the horizon, how can West Midlands SMEs prepare themselves to bid for work?👨‍🏭🚆🏅\n\n@scott_eib of @EiB_PS joins @GBChamberBoss to discuss the process 🎙️🎧\n\nListen 👉 https://t.co/M6DA0MXr9i\n\n#KeepBusinessMoving https://t.co/uFz8pvpbtf"
1916,"GrBhamChambers: With major projects such as #HS2 and birminghamcg22 on the horizon, how can West Midlands SMEs prepare themselves to bid for work?👨‍🏭🚆🏅\n\nscott_eib of EiB_PS joins GBChamberBoss to discuss the process 🎙️🎧\n\nListen 👉 … https://t.co/0A1SqcCCId"
1918,"Following the news that @WilkinsonEyre and @wsp have won approval for the new Old Oak Common station in west London, what are your views on #HS2 post Covid-19? #newmidlands #policy #transport #coventry"
1921,"I want to hear @TfL @transportgovuk plans on this and Elizabeth Line integration. If OOC is the terminus for London and I agree both on pressure to complete Euston is urgent, then very clear plans on how to handle metro and GWML passenger flows are vital. #HS2. /1 https://t.co/s0KnHVahpH"
1923,#HS2 rail hub at #OldOakCommon has received planning permission. The project will see the construction of the largest new rail station ever built in the UK. https://t.co/GD1WDm1YiJ
1924,Mitigation - #HS2 style.\n\nhttps://t.co/LpaQ33p7St
1940,Work at the UK's largest ever railway station set to start next month at Old Oak Common as one of the #HS2 hubs. https://t.co/ofbT2VbFQN https://t.co/HTuQS279GR
1941,"BBC News - HS2 'badly off course' with bosses 'blindsided', MPs say https://t.co/Yo0gHlyweF\n\nYou'd think after a couple of hundred years doing it we'd know how to build railways on course by now. :-) #HS2"
1942,"20 May 2020 WEBINAR @icewestmids @HS2ltd and @midlandalliance joint webinar about #HS2 project in #Birmingham. updating governments’ recent announcement to proceed with project, benefits for #Midlands, Birmingham’s new Curzon Street Station  https://t.co/iGbBkvDAMr"
1944,"UK: The planning application for what #HS2 Ltd says will be ‘the largest new railway station ever built in the UK’ has been approved by Old Oak &amp; Park Royal Development Corp, which is leading regeneration of the former railway and industrial site https://t.co/T8yZvkGcfr"
1945,"Hey @grantshapps, you saying #HS2 isn’t our top cash cow now?    Get a talking head to tell us how it’s so fast, viruses can’t keep up with it!  🚂 💨 💨💨    🦠"
1946,"Given all the talk for years about #HS2 supposedly 'replacing' legacy rail services, here we have a 'high speed' hub with more conventional platforms than HS ones... https://t.co/L7DKITSh5F"
1948,Planning approval has been granted for the largest new-build #railway #station in the UK - #HS2 Old Oak Common Station. Building a new railway station on this scale and size will be an incredible achievement for #British #Engineering.\n\nVia @HS2ltd https://t.co/onHHlmJT3p
1949,"Old Oak and Park Royal Development Corporation (OPDC) has approved HS2’s planning application for the Old Oak Common station in West London, UK.\n\nhttps://t.co/JSU0OX3we9 #HS2 #railway #project #highspeedrail #london https://t.co/Ym1qeAgI7R"
1951,"Watching the raging and ongoing argument on #HS2 between my fellow Green Party members, I'm glad I opted to campaign for something uncontroversial like #NuclearPower. It's much less heated 😅"
1953,"20 May 2020 WEBINAR @icewestmids @HS2ltd and @midlandalliance joint webinar about #HS2 project in #Birmingham. updating governments’ recent announcement to proceed with project, benefits for #Midlands, Birmingham’s new Curzon Street Stations https://t.co/iGbBkvVbDZ"
1954,Toot Toot all aboard the Gravy train #HS2\nOne in four HS2 workers on six-figure salaries https://t.co/Eoc5kNvma3
1958,"No matter, the HS2 PLANET forecasting model says the future is bright &amp; HS2 will get us to the wonderful HS2 world at the end of the Rainbow - but Rainbows fade; as does, on close inspection, HS2 PLANET's forecast dreamworld. #HS2 @mcahs2 @NetsNot @HS2theTruth @stophs2 https://t.co/qRXO2tcF8h"
1959,'HS2’s Old Oak Common station receives planning approval'\n\nhttps://t.co/QVUG3kDnRt\n\n#rail #railways #railindustry #news #newsoftheday #industrynews #transport #transportation #transportationindustry #hs2 #station #stations #oldoakcommon #planningapproval #westlondon @HS2ltd https://t.co/iVQ9GyyA8N
1960,'HS2’s Old Oak Common station receives planning approval'\n\nhttps://t.co/4F0SAbwd9A\n\n#rail #railways #railindustry #news #newsoftheday #industrynews #transport #transportation #transportationindustry #hs2 #station #stations #oldoakcommon #planningapproval #westlondon @HS2ltd
1961,'HS2’s Old Oak Common station receives planning approval'\n\nhttps://t.co/0hh9rqHbUv\n\n#rail #railways #railindustry #news #newsoftheday #industrynews #transport #transportation #transportationindustry #hs2 #station #stations #oldoakcommon #planningapproval #westlondon @HS2ltd
1962,'HS2’s Old Oak Common station receives planning approval'\n\nhttps://t.co/C99QeCk7OY\n\n#rail #railways #railindustry #news #newsoftheday #industrynews #transport #transportation #transportationindustry #hs2 #station #stations #oldoakcommon #planningapproval #westlondon @HS2ltd
1965,"#Property Investment New Launch – #WestminsterWorks\n\nLocated in the heart of #Birmingham. The project is configured around a central courtyard, within a 15min walk to the future #Hs2 Station.\n\nGBP 5,000 Reservation\nBalance due on Completion Q1 2022\n\n#property #investmentproperty https://t.co/w5cFZdM06T"
1968,Funding for part of Chesterfield Station Masterplan approved https://t.co/I8oA9vOJ5o #chesterfieldnews #lovechesterfield #HS2 https://t.co/m2ZWaLu97R
1970,The High Speed Rail supply chain is contributing to a legacy of sustainable and low carbon travel ⁦@HSRailGroup⁩ ⁦@HS2ltd⁩ #HS2  https://t.co/xsltyP3TVr
1972,"The planning application for #HS2’s London #superhub, #OldOakCommon, has been approved, it will be the UK's largest ever #railway #station https://t.co/E3yIky5oaw \n#railnews #railsector #construction #civils #civilengineering #Calco via @ConstructMgrMag https://t.co/KQwe1gMQ7H"
1977,"#Roman brooches, a serpent design from the Victorian era and even the remains of ancient rubbish pits are among the finds to have been unearthed at a #HS2 archaeological dig near #Solihull\n\nhttps://t.co/XmRy5XglqJ https://t.co/AaRRnKRfTG"
1978,#AECOM sharing thoughts on how we can use the #coronavirus pandemic as an opportunity for #infrastructure projects like #HS2 to deliver the #NetZero agenda https://t.co/6UButWyuIy
1980,"Yiffy sticker is now up on my store!! \nhttps://t.co/YvooLHSITz\n\nI HAD TO, I LOVE THEIR DESIGN,,, I cannot stop thinking about Yiffy and I can’t wait to see more of them in the comic 🖤❤️\n\n#homestuck #homestuck2 #hs2 https://t.co/KvoXhStRv6"
1983,Hs2 Spoilers/\n-\n-\n-\nHs2 seems to get the most attention here so (I post cosplay content often on @/static.cosplays on insta) #HS2 #yiffanylongstockings #homestuck2 https://t.co/rarJaFQvPO
1984,"MP disappointed in response to HS2 questions - https://t.co/Hyx0s6Zg33\n MP Rob Butler said on this Twitter account that he was very disappointed with the response he received from the Transport Secretary, Grant Shapps\n I've had many emails from constituents asking why #HS2 i... https://t.co/WxJOY3tMGk"
1987,"Pls sign + RT.\n\nThe £106,000,000,000 earmarked for #HS2 would be so much more wisely deployed to the #NHSheroes #NHSThankYou right now.\n\n&amp; all those construction climbers 🧗‍♂️ redeployed removing #GrenfellTower type cladding.\n\n#NHSnotHS2 #HS2Rebellion \n\nhttps://t.co/MthULwmUvy"
1989,Birmingham airport wanted HS2 as a catalyst to their growth plans hence the station ditto Manchester airport. \n\nThe #HS2 plan is more redundant than ever. https://t.co/Yat4UMDgGe
1998,"#dominiccummings = blind eye turned #Brexit #economy #unemployment #jenniferacuri #Russiareport #USAtradedeal #Irishseaborder #parttimePM #COVIDapp, \n#Rlevels #pmqs #agriculturebill #HS2 #digitalcontracts #COVIDDEATHRATE any chance of scrutiny? #MSM @bbclaurak @Peston @SkyNews"
2001,Enjoyed talking #levellingup #SMEs #hospitality #HS2 #NPR &amp; #Liverpoolwithoutwalls with @thejamesmax this morning @talkRADIO https://t.co/RHxz3Tpf12
2006,"#HS2 Meg Hillier - Chair Commons PAC\n\nThe NAO cannot be sure of the final cost\n\nIn the light of the impact of Covid-19, the govt will face some stark choices but it will be considering whether to invest in big infrastructure projects to boost the economy.\n\nhttps://t.co/mAfajGumHg"
2009,Booking is open for our very first FREE webinar for local businesses. Join us on Thurs 4 June to hear about #HS2 in Phase One #Warwickshire. @balfourbeatty @VINCI JV is undertaking the works for @HS2ltd. Both will answer your supply chain questions ⏬\nhttps://t.co/ZYjVU56YVX https://t.co/iblGkFwXbk
2011,she dont bite\n#homestuck2spoilers #upd8 #hs2 https://t.co/SSeQ5agcQN
2012,There is at least a year's lead time on tunnel boring machines. These were therefore ordered before the results of the Oakervee Review into #HS2\n\nProgress revealed on HS2 tunnel boring machines https://t.co/4rqoKjDbje
2015,"No mention of PostCorvid19 which will dramatically alter travel patterns. HS2 Low Carbon? Where is the proof.? To quote James Taylor, more Hyperbole. Just because a design wins awards does mean it has to be built. #HS2 @mcahs2 @NetsNot @edwardtimpson @EdwardJDavey @Keir_Starmer https://t.co/LU8LxKWRvC"
2020,Regional #connectivity is as important for #Birmingham and the West Midlands as #HS2. Great to see continued #investment in transport. https://t.co/EN2tlQXzej
2024,"Andrew Haines, tells RTM about his delight at the @HS2ltd announcement, starting his career in the left luggage office at Victoria station, and keeping the railway moving during the current pandemic.\n\nhttps://t.co/UIgY6PapOu\n\n#HS2 #victoriastation #rail #industry https://t.co/15F6vNW0jO"
2026,"His defence of Cummings, while justified, is an exception.\n@andrew_cadman correct in that, on #HS2, #Huawei, #immigration &amp; #BBC, at least, Boris the Bottler is just another Tory putting personal ambition &amp; party survival before country.\nhttps://t.co/lHobMjW6l8\nvia @TheConWom"
2032,"In France they can actively push down on wasteful CO2-spewing internal flights because they have an excellent alternative: a clean, fast rail network. Once we get #HS2, we'll be able to do that here too. Till then, not so much. https://t.co/bsyYfexuA9"
2037,"'Question marks exist over the appropriateness of investments in major infrastructure projects such as #HS2, Highways England’s £27.4bn #RIS2, and Heathrow's third runway, an Institute of Civil Engineers report concludes.'\n\nhttps://t.co/8EvZJV0gHg"
2040,Redline secures 4 year HS2 security consultancy contract to support Align JV. \n\n#HS2 #Redline #AlignJV #Security #Consultancy  \nhttps://t.co/QssvXkVAQc
2043,🚄Read two letters we published last week on HS2 addressed to @HS2ltd and Minister for HS2 \n@Andrew4Pendle\n\nFind out more and read the letters here: https://t.co/pYXdzKiOAY\n\nSee below how we will be keeping a close eye on the delivery of #HS2 https://t.co/z1qU5VisDA
2045,#HS2 is shovel-ready and has the confidence in driving investment right across the country. 🔧 👷‍♀️👷‍♂️\n\nRead more 🚩 https://t.co/zQVyUbwB4C https://t.co/CGk9eIn3pt
2046,#HS2 Interchange station in #Birmingham has become the first railway station to get top award for environmentally friendly design: https://t.co/MAQMdEBtF7
